row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type
52,46,Angio Dressing #2,0,carevue,chartevents,0,0,0
53,47,Angio Site #1,0,carevue,chartevents,0,0,0
54,48,Angio Site #2,0,carevue,chartevents,0,0,0
55,49,Anti-Embolism [Device],0,carevue,chartevents,0,0,0
56,50,Apnea Time Interval,0,carevue,chartevents,0,0,0
57,51,Arterial BP [Systolic],0,carevue,chartevents,0,0,0
58,52,Arterial BP Mean,0,carevue,chartevents,0,0,0
59,53,Arterial Pressure,0,carevue,chartevents,0,0,0
60,54,Assistance Device,0,carevue,chartevents,0,0,0
61,55,Assisted Systole,0,carevue,chartevents,0,0,0
62,56,Atrial Pacemaker [Sense],0,carevue,chartevents,0,0,0
63,57,Atrial Pacemaker Threshold [Unit],0,carevue,chartevents,0,0,0
64,58,Atrial Pacemaker [mA],0,carevue,chartevents,0,0,0
65,59,Augmented Diastole,0,carevue,chartevents,0,0,0
66,60,Auto-PEEP Level,0,carevue,chartevents,0,0,0
67,61,AvDO2,0,carevue,chartevents,0,0,0
68,62,BAEDP,0,carevue,chartevents,0,0,0
69,63,BIPAP - BPM,0,carevue,chartevents,0,0,0
70,64,BIPAP - EPAP,0,carevue,chartevents,0,0,0
71,65,BIPAP - Est. Vt,0,carevue,chartevents,0,0,0
72,66,BIPAP - IPAP,0,carevue,chartevents,0,0,0
73,67,BIPAP - O2 lpm,0,carevue,chartevents,0,0,0
74,68,BIPAP-Mode,0,carevue,chartevents,0,0,0
75,69,BSA,0,carevue,chartevents,0,0,0
76,70,BSA - English,0,carevue,chartevents,0,0,0
77,71,BSA - Metric,0,carevue,chartevents,0,0,0
78,72,Back Care,0,carevue,chartevents,0,0,0
79,74,Base Excess,0,carevue,chartevents,0,0,0
80,75,Baseline Current/mA,0,carevue,chartevents,0,0,0
81,76,Bath,0,carevue,chartevents,0,0,0
82,77,Behavior,0,carevue,chartevents,0,0,0
83,78,Bladder Irrigation,0,carevue,chartevents,0,0,0
84,79,Blood Flow ml/min,0,carevue,chartevents,0,0,0
85,80,Bowel Sounds,0,carevue,chartevents,0,0,0
86,81,Brachial Pulse [Right],0,carevue,chartevents,0,0,0
87,82,Braden Activity,0,carevue,chartevents,0,0,0
88,83,Braden Frict/Shear,0,carevue,chartevents,0,0,0
89,84,Braden Mobility,0,carevue,chartevents,0,0,0
90,85,Braden Moisture,0,carevue,chartevents,0,0,0
91,86,Braden Nutrition,0,carevue,chartevents,0,0,0
92,87,Braden Score,0,carevue,chartevents,0,0,0
93,88,Braden SensoryPercep,0,carevue,chartevents,0,0,0
94,89,C.O. (fick),0,carevue,chartevents,0,0,0
95,90,C.O.(thermodilution),0,carevue,chartevents,0,0,0
96,91,CPM,0,carevue,chartevents,0,0,0
97,92,CPP,0,carevue,chartevents,0,0,0
98,93,CT #1 Crepitus,0,carevue,chartevents,0,0,0
99,94,CT #1 Drainage,0,carevue,chartevents,0,0,0
100,95,CT #1 Dressing,0,carevue,chartevents,0,0,0
101,96,CT #1 [Fluctuate],0,carevue,chartevents,0,0,0
102,97,CT #1 Suction Amount,0,carevue,chartevents,0,0,0
103,98,CT #2 Crepitus,0,carevue,chartevents,0,0,0
104,99,CT #2 Drainage,0,carevue,chartevents,0,0,0
105,100,CT #2 Dressing,0,carevue,chartevents,0,0,0
106,101,CT #2 [Fluctuate],0,carevue,chartevents,0,0,0
107,102,CT #2 Suction Amount,0,carevue,chartevents,0,0,0
108,103,CT #3 Crepitus,0,carevue,chartevents,0,0,0
109,104,CT #3 Drainage,0,carevue,chartevents,0,0,0
110,105,CT #3 Dressing,0,carevue,chartevents,0,0,0
111,106,CT #3 [Fluctuate],0,carevue,chartevents,0,0,0
112,107,CT #3 Suction Amount,0,carevue,chartevents,0,0,0
113,108,CT #4 Crepitus,0,carevue,chartevents,0,0,0
114,109,CT #4 Drainage,0,carevue,chartevents,0,0,0
115,110,CT #4 Dressing,0,carevue,chartevents,0,0,0
116,111,CT #4 [Fluctuate],0,carevue,chartevents,0,0,0
117,112,CT #4 Suction Amount,0,carevue,chartevents,0,0,0
118,113,CVP,0,carevue,chartevents,0,0,0
119,114,CaO2,0,carevue,chartevents,0,0,0
120,115,Capillary Refill [Right],0,carevue,chartevents,0,0,0
121,116,Cardiac Index,0,carevue,chartevents,0,0,0
122,117,Catheter Insert Date,0,carevue,chartevents,0,0,0
123,118,Cerv Collar Status,0,carevue,chartevents,0,0,0
124,119,Cervical Collar Type,0,carevue,chartevents,0,0,0
125,121,Chest PT [Right],0,carevue,chartevents,0,0,0
126,122,Chest Tube Site #1,0,carevue,chartevents,0,0,0
127,123,Chest Tube Site #2,0,carevue,chartevents,0,0,0
128,124,Chest Tube Site #3,0,carevue,chartevents,0,0,0
129,125,Chest Tube Site #4,0,carevue,chartevents,0,0,0
130,127,Circulation/SkinInt,0,carevue,chartevents,0,0,0
131,128,Code Status,0,carevue,chartevents,0,0,0
132,129,Collar Care,0,carevue,chartevents,0,0,0
133,130,Communication,0,carevue,chartevents,0,0,0
134,131,Compliance (40-60ml),0,carevue,chartevents,0,0,0
135,132,Compliance-Corrected,0,carevue,chartevents,0,0,0
136,133,Cont.Nebulizer(Drug),0,carevue,chartevents,0,0,0
137,134,Cooling [Device],0,carevue,chartevents,0,0,0
138,135,Corneal Reflex [Right],0,carevue,chartevents,0,0,0
139,136,Cough Effort,0,carevue,chartevents,0,0,0
140,137,Cough Reflex,0,carevue,chartevents,0,0,0
141,138,Cough Type,0,carevue,chartevents,0,0,0
142,139,Cough/Deep Breathe,0,carevue,chartevents,0,0,0
143,140,Cuff Leak,0,carevue,chartevents,0,0,0
144,141,Cuff Pressure-Airway,0,carevue,chartevents,0,0,0
145,142,Current Goal,0,carevue,chartevents,0,0,0
146,143,CvO2,0,carevue,chartevents,0,0,0
147,146,Dialysate Flow ml/hr,0,carevue,chartevents,0,0,0
148,147,Dialysate Infusing,0,carevue,chartevents,0,0,0
149,148,Dialysis Access Site,0,carevue,chartevents,0,0,0
150,149,Dialysis Access Type,0,carevue,chartevents,0,0,0
151,150,Dialysis Machine,0,carevue,chartevents,0,0,0
152,151,Dialysis Site Appear,0,carevue,chartevents,0,0,0
153,152,Dialysis Type,0,carevue,chartevents,0,0,0
154,153,Diastolic Unloading,0,carevue,chartevents,0,0,0
155,154,Diet Type,0,carevue,chartevents,0,0,0
156,155,Doppler BP,0,carevue,chartevents,0,0,0
157,156,Dorsal PedPulse [Right],0,carevue,chartevents,0,0,0
158,157,ETT [Mark],0,carevue,chartevents,0,0,0
159,158,ETT Position Change,0,carevue,chartevents,0,0,0
160,159,Ectopy Frequency,0,carevue,chartevents,0,0,0
161,160,Ectopy Frequency 2,0,carevue,chartevents,0,0,0
162,161,Ectopy Type,0,carevue,chartevents,0,0,0
163,162,Ectopy Type 2,0,carevue,chartevents,0,0,0
164,163,Edema #1 [Location],0,carevue,chartevents,0,0,0
165,164,Edema #2 [Location],0,carevue,chartevents,0,0,0
166,165,Education Barrier,0,carevue,chartevents,0,0,0
167,166,Education Handout,0,carevue,chartevents,0,0,0
168,167,Education Learner,0,carevue,chartevents,0,0,0
169,168,Education Method,0,carevue,chartevents,0,0,0
170,169,Education Readiness,0,carevue,chartevents,0,0,0
171,170,Education Response,0,carevue,chartevents,0,0,0
172,171,Education Topic #1,0,carevue,chartevents,0,0,0
173,172,Education Topic #2,0,carevue,chartevents,0,0,0
174,173,Effluent Press mmHg,0,carevue,chartevents,0,0,0
175,174,Emesis [Appearance],0,carevue,chartevents,0,0,0
176,175,Energy Expenditure,0,carevue,chartevents,0,0,0
177,176,Epi Infusion Rate,0,carevue,chartevents,0,0,0
178,177,Epidural Appearance,0,carevue,chartevents,0,0,0
179,178,Epidural Bolus,0,carevue,chartevents,0,0,0
180,179,Epidural Location,0,carevue,chartevents,0,0,0
181,180,Epidural Medication,0,carevue,chartevents,0,0,0
182,181,Epidural Total Dose,0,carevue,chartevents,0,0,0
183,182,Extubation Date,0,carevue,chartevents,0,0,0
184,183,Eye Care,0,carevue,chartevents,0,0,0
185,184,Eye Opening,0,carevue,chartevents,0,0,0
186,185,FIO2 Alarm-High,0,carevue,chartevents,0,0,0
187,186,FIO2 Alarm-Low,0,carevue,chartevents,0,0,0
188,187,Family Communication,0,carevue,chartevents,0,0,0
189,188,Femoral Pulse [Right],0,carevue,chartevents,0,0,0
190,189,FiO2 (Analyzed),0,carevue,chartevents,0,0,0
191,190,FiO2 Set,0,carevue,chartevents,0,0,0
192,191,FiO2/O2 Delivered,0,carevue,chartevents,0,0,0
193,192,Filter Pressure mmHg,0,carevue,chartevents,0,0,0
194,193,Flatus,0,carevue,chartevents,0,0,0
195,194,Flow-By (lpm),0,carevue,chartevents,0,0,0
196,195,Flow-by Sensitivity,0,carevue,chartevents,0,0,0
197,196,Foley Care,0,carevue,chartevents,0,0,0
198,197,Follows Commands,0,carevue,chartevents,0,0,0
199,198,GCS Total,0,carevue,chartevents,0,0,0
200,199,GI [Guaiac],0,carevue,chartevents,0,0,0
201,200,GI Intub #1 [Type],0,carevue,chartevents,0,0,0
202,201,GI Intub #2 [Type],0,carevue,chartevents,0,0,0
203,202,GI#1 Tube PlaceCheck,0,carevue,chartevents,0,0,0
204,203,GI#1 Tube [Status],0,carevue,chartevents,0,0,0
205,204,GI#2 Tube PlaceCheck,0,carevue,chartevents,0,0,0
206,205,GI#2 Tube [Status],0,carevue,chartevents,0,0,0
207,206,GU Cath Insert Date,0,carevue,chartevents,0,0,0
208,207,GU Catheter Size,0,carevue,chartevents,0,0,0
209,208,Gag Reflex,0,carevue,chartevents,0,0,0
210,209,Graft/Flap Pulse,0,carevue,chartevents,0,0,0
211,210,HOB,0,carevue,chartevents,0,0,0
212,211,Heart Rate,0,carevue,chartevents,0,0,0
213,212,Heart Rhythm,0,carevue,chartevents,0,0,0
214,213,Heart Sounds,0,carevue,chartevents,0,0,0
215,216,Height of Bed,0,carevue,chartevents,0,0,0
216,217,Heparin Dose,0,carevue,chartevents,0,0,0
217,218,High Insp. Pressure,0,carevue,chartevents,0,0,0
218,219,High Resp. Rate,0,carevue,chartevents,0,0,0
219,221,I:E Ratio,0,carevue,chartevents,0,0,0
220,222,I:E Ratio-Calculated,0,carevue,chartevents,0,0,0
221,223,I:E Ratio-TCPCV,0,carevue,chartevents,0,0,0
222,224,IABP Mean,0,carevue,chartevents,0,0,0
223,225,IABP setting,0,carevue,chartevents,0,0,0
224,226,ICP,0,carevue,chartevents,0,0,0
225,227,INV Line#1 D/C Date,0,carevue,chartevents,0,0,0
226,228,INV Line#1 Site Date,0,carevue,chartevents,0,0,0
227,229,INV Line#1 [Type],0,carevue,chartevents,0,0,0
228,230,INV Line#1 Zero/Cal,0,carevue,chartevents,0,0,0
229,231,INV Line#1InsertDate,0,carevue,chartevents,0,0,0
230,232,INV Line#1SiteAppear,0,carevue,chartevents,0,0,0
231,233,INV Line#2 D/C Date,0,carevue,chartevents,0,0,0
232,234,INV Line#2 Site Date,0,carevue,chartevents,0,0,0
233,235,INV Line#2 [Type],0,carevue,chartevents,0,0,0
234,236,INV Line#2 Zero/Cal,0,carevue,chartevents,0,0,0
235,237,INV Line#2InsertDate,0,carevue,chartevents,0,0,0
236,238,INV Line#2SiteAppear,0,carevue,chartevents,0,0,0
237,239,INV Line#3 D/C Date,0,carevue,chartevents,0,0,0
238,240,INV Line#3 Site Date,0,carevue,chartevents,0,0,0
239,241,INV Line#3 [Type],0,carevue,chartevents,0,0,0
240,242,INV Line#3 Zero/Cal,0,carevue,chartevents,0,0,0
241,243,INV Line#3InsertDate,0,carevue,chartevents,0,0,0
242,244,INV Line#3SiteAppear,0,carevue,chartevents,0,0,0
243,245,INV Line#4 D/C Date,0,carevue,chartevents,0,0,0
244,246,INV Line#4 Site Date,0,carevue,chartevents,0,0,0
245,247,INV Line#4 [Type],0,carevue,chartevents,0,0,0
246,248,INV Line#4 Zero/Cal,0,carevue,chartevents,0,0,0
247,249,INV Line#4InsertDate,0,carevue,chartevents,0,0,0
248,250,INV Line#4SiteAppear,0,carevue,chartevents,0,0,0
249,251,INV Line#5 D/C Date,0,carevue,chartevents,0,0,0
250,252,INV Line#5 Site Date,0,carevue,chartevents,0,0,0
251,253,INV Line#5 [Type],0,carevue,chartevents,0,0,0
252,254,INV Line#5 Zero/Cal,0,carevue,chartevents,0,0,0
253,255,INV Line#5InsertDate,0,carevue,chartevents,0,0,0
254,256,INV Line#5SiteAppear,0,carevue,chartevents,0,0,0
255,257,INV Line#6 D/C Date,0,carevue,chartevents,0,0,0
256,258,INV Line#6 Site Date,0,carevue,chartevents,0,0,0
257,259,INV Line#6 [Type],0,carevue,chartevents,0,0,0
258,260,INV Line#6 Zero/Cal,0,carevue,chartevents,0,0,0
259,261,INV Line#6InsertDate,0,carevue,chartevents,0,0,0
260,262,INV Line#6SiteAppear,0,carevue,chartevents,0,0,0
261,263,INV Line#7 D/C Date,0,carevue,chartevents,0,0,0
262,264,INV Line#7 Site Date,0,carevue,chartevents,0,0,0
263,265,INV Line#7 [Type],0,carevue,chartevents,0,0,0
264,266,INV Line#7 Zero/Cal,0,carevue,chartevents,0,0,0
265,267,INV Line#7InsertDate,0,carevue,chartevents,0,0,0
266,268,INV Line#7SiteAppear,0,carevue,chartevents,0,0,0
267,269,INV Line#8 D/C Date,0,carevue,chartevents,0,0,0
268,270,INV Line#8 Site Date,0,carevue,chartevents,0,0,0
269,271,INV Line#8 [Type],0,carevue,chartevents,0,0,0
270,272,INV Line#8 Zero/Cal,0,carevue,chartevents,0,0,0
271,273,INV Line#8InsertDate,0,carevue,chartevents,0,0,0
272,274,INV Line#8SiteAppear,0,carevue,chartevents,0,0,0
273,283,INV#1 WaveformAppear,0,carevue,chartevents,0,0,0
274,284,INV#2 WaveformAppear,0,carevue,chartevents,0,0,0
275,285,INV#3 WaveformAppear,0,carevue,chartevents,0,0,0
276,286,INV#4 WaveformAppear,0,carevue,chartevents,0,0,0
277,287,INV#5 WaveformAppear,0,carevue,chartevents,0,0,0
278,288,INV#6 WaveformAppear,0,carevue,chartevents,0,0,0
279,289,INV#7 WaveformAppear,0,carevue,chartevents,0,0,0
280,290,INV#8 WaveformAppear,0,carevue,chartevents,0,0,0
281,291,IV #1 D/C Date,0,carevue,chartevents,0,0,0
282,292,IV #1 Insert Date,0,carevue,chartevents,0,0,0
283,294,IV #1 [Site],0,carevue,chartevents,0,0,0
284,295,IV #2 D/C Date,0,carevue,chartevents,0,0,0
285,296,IV #2 Insert Date,0,carevue,chartevents,0,0,0
286,297,IV #2 [Site],0,carevue,chartevents,0,0,0
287,298,IV #3 D/C Date,0,carevue,chartevents,0,0,0
288,299,IV #3 Insert Date,0,carevue,chartevents,0,0,0
289,300,IV #3 [Site],0,carevue,chartevents,0,0,0
290,301,IV #4 D/C Date,0,carevue,chartevents,0,0,0
291,302,IV #4 Insert Date,0,carevue,chartevents,0,0,0
292,303,IV #4 [Site],0,carevue,chartevents,0,0,0
293,308,IV Drip Dose #1,0,carevue,chartevents,0,0,0
294,309,IV Drip Dose #2,0,carevue,chartevents,0,0,0
295,310,IV Drip Medication#1,0,carevue,chartevents,0,0,0
296,311,IV Drip Medication#2,0,carevue,chartevents,0,0,0
297,320,IV Site #1,0,carevue,chartevents,0,0,0
298,321,IV Site #2,0,carevue,chartevents,0,0,0
299,322,IV Site #3,0,carevue,chartevents,0,0,0
300,323,IV Site #4,0,carevue,chartevents,0,0,0
301,324,IV Site Appear #1,0,carevue,chartevents,0,0,0
302,325,IV Site Appear #2,0,carevue,chartevents,0,0,0
303,326,IV Site Appear #3,0,carevue,chartevents,0,0,0
304,327,IV Site Appear #4,0,carevue,chartevents,0,0,0
305,338,Imp Skin Cleanse #1,0,carevue,chartevents,0,0,0
306,339,Imp Skin Cleanse #2,0,carevue,chartevents,0,0,0
307,340,Imp Skin Cleanse #3,0,carevue,chartevents,0,0,0
308,341,Imp Skin Cleanse #4,0,carevue,chartevents,0,0,0
309,342,Imp Skin Cleanse #5,0,carevue,chartevents,0,0,0
310,343,Imp Skin Cleanse #6,0,carevue,chartevents,0,0,0
311,344,ImpSkin Character #1,0,carevue,chartevents,0,0,0
312,345,ImpSkin Character #2,0,carevue,chartevents,0,0,0
313,346,ImpSkin Character #3,0,carevue,chartevents,0,0,0
314,347,ImpSkin Character #4,0,carevue,chartevents,0,0,0
315,348,ImpSkin Character #5,0,carevue,chartevents,0,0,0
316,349,ImpSkin Character #6,0,carevue,chartevents,0,0,0
317,350,ImpSkin #3 [Drain],0,carevue,chartevents,0,0,0
318,351,ImpSkin #6 [Drain],0,carevue,chartevents,0,0,0
319,352,ImpSkin #1 [Drain],0,carevue,chartevents,0,0,0
320,353,ImpSkin #2 [Drain],0,carevue,chartevents,0,0,0
321,354,ImpSkin #4 [Drain],0,carevue,chartevents,0,0,0
322,355,ImpSkin #5 [Drain],0,carevue,chartevents,0,0,0
323,356,ImpSkin Treatment #1,0,carevue,chartevents,0,0,0
324,357,ImpSkin Treatment #2,0,carevue,chartevents,0,0,0
325,358,ImpSkin Treatment #3,0,carevue,chartevents,0,0,0
326,359,ImpSkin Treatment #4,0,carevue,chartevents,0,0,0
327,360,ImpSkin Treatment #5,0,carevue,chartevents,0,0,0
328,361,ImpSkin Treatment #6,0,carevue,chartevents,0,0,0
329,362,ImpSkin Wound Base#1,0,carevue,chartevents,0,0,0
330,363,ImpSkin Wound Base#2,0,carevue,chartevents,0,0,0
331,364,ImpSkin Wound Base#3,0,carevue,chartevents,0,0,0
332,365,ImpSkin Wound Base#4,0,carevue,chartevents,0,0,0
333,366,ImpSkin Wound Base#5,0,carevue,chartevents,0,0,0
334,367,ImpSkin Wound Base#6,0,carevue,chartevents,0,0,0
335,368,ImpSkin #1 [Width],0,carevue,chartevents,0,0,0
336,369,ImpSkin #2 [Width],0,carevue,chartevents,0,0,0
337,370,ImpSkin #3 [Width],0,carevue,chartevents,0,0,0
338,371,ImpSkin #4 [Width],0,carevue,chartevents,0,0,0
339,372,ImpSkin #5 [Width],0,carevue,chartevents,0,0,0
340,373,ImpSkin #6 [Width],0,carevue,chartevents,0,0,0
341,374,Impaired Skin Site#1,0,carevue,chartevents,0,0,0
342,375,Impaired Skin Site#2,0,carevue,chartevents,0,0,0
343,376,Impaired Skin Site#3,0,carevue,chartevents,0,0,0
344,377,Impaired Skin Site#4,0,carevue,chartevents,0,0,0
345,378,Impaired Skin Site#5,0,carevue,chartevents,0,0,0
346,379,Impaired Skin Site#6,0,carevue,chartevents,0,0,0
347,380,Inc Cleansing #1,0,carevue,chartevents,0,0,0
348,381,Inc Cleansing #2,0,carevue,chartevents,0,0,0
349,382,Inc Cleansing #3,0,carevue,chartevents,0,0,0
350,383,Inc Cleansing #4,0,carevue,chartevents,0,0,0
351,384,Inc Cleansing #5,0,carevue,chartevents,0,0,0
352,385,Inc Cleansing #6,0,carevue,chartevents,0,0,0
353,386,Inc #1 [Closure],0,carevue,chartevents,0,0,0
354,387,Inc #2 [Closure],0,carevue,chartevents,0,0,0
355,388,Inc #3 [Closure],0,carevue,chartevents,0,0,0
356,389,Inc #4 [Closure],0,carevue,chartevents,0,0,0
357,390,Inc #5 [Closure],0,carevue,chartevents,0,0,0
358,391,Inc #6 [Closure],0,carevue,chartevents,0,0,0
359,392,Inc #1 [Drainage],0,carevue,chartevents,0,0,0
360,393,Inc #2 [Drainage],0,carevue,chartevents,0,0,0
361,394,Inc #3 [Drainage],0,carevue,chartevents,0,0,0
362,395,Inc #4 [Drainage],0,carevue,chartevents,0,0,0
363,396,Inc #5 [Drainage],0,carevue,chartevents,0,0,0
364,397,Inc #6 [Drainage],0,carevue,chartevents,0,0,0
365,398,Inc #1 [Dressing],0,carevue,chartevents,0,0,0
366,399,Inc #2 [Dressing],0,carevue,chartevents,0,0,0
367,400,Inc #3 [Dressing],0,carevue,chartevents,0,0,0
368,401,Inc #5 [Dressing],0,carevue,chartevents,0,0,0
369,402,Inc #6 [Dressing],0,carevue,chartevents,0,0,0
370,403,Inc #4 [Dressing],0,carevue,chartevents,0,0,0
371,404,Inc/Wound Packing #1,0,carevue,chartevents,0,0,0
372,405,Inc/Wound Packing #2,0,carevue,chartevents,0,0,0
373,406,Inc/Wound Packing #3,0,carevue,chartevents,0,0,0
374,407,Inc/Wound Packing #4,0,carevue,chartevents,0,0,0
375,408,Inc/Wound Packing #5,0,carevue,chartevents,0,0,0
376,409,Inc/Wound Packing #6,0,carevue,chartevents,0,0,0
377,410,Incentive Spirometry,0,carevue,chartevents,0,0,0
378,411,Incision/Wound #1,0,carevue,chartevents,0,0,0
379,412,Incision/Wound #2,0,carevue,chartevents,0,0,0
380,413,Incision/Wound #3,0,carevue,chartevents,0,0,0
381,414,Incision/Wound #4,0,carevue,chartevents,0,0,0
382,415,Incision/Wound #5,0,carevue,chartevents,0,0,0
383,416,Incision/Wound #6,0,carevue,chartevents,0,0,0
384,417,Inspired Gas Temp,0,carevue,chartevents,0,0,0
385,418,Intubation Date,0,carevue,chartevents,0,0,0
386,419,KneeImmobilizeLoc [Right],0,carevue,chartevents,0,0,0
387,420,LAP,0,carevue,chartevents,0,0,0
388,421,LCW,0,carevue,chartevents,0,0,0
389,422,LCWI,0,carevue,chartevents,0,0,0
390,423,LL Strength/Movement,0,carevue,chartevents,0,0,0
391,424,LLE [Temp],0,carevue,chartevents,0,0,0
392,425,LLL Lung Sounds,0,carevue,chartevents,0,0,0
393,426,LU Strength/Movement,0,carevue,chartevents,0,0,0
394,427,LUE [Temp],0,carevue,chartevents,0,0,0
395,428,LUL Lung Sounds,0,carevue,chartevents,0,0,0
396,429,LVAD Flow LPM,0,carevue,chartevents,0,0,0
397,430,LVSW,0,carevue,chartevents,0,0,0
398,431,LVSWI,0,carevue,chartevents,0,0,0
399,432,Level of Conscious,0,carevue,chartevents,0,0,0
400,434,Low Exhaled Min Vol,0,carevue,chartevents,0,0,0
401,435,Low Exhaled Vt,0,carevue,chartevents,0,0,0
402,436,Low Insp. Pressure,0,carevue,chartevents,0,0,0
403,437,Low Peep,0,carevue,chartevents,0,0,0
404,438,MAP,0,carevue,chartevents,0,0,0
405,439,MDI #1 [Puff],0,carevue,chartevents,0,0,0
406,440,MDI #2 [Puff],0,carevue,chartevents,0,0,0
407,441,MDI #3 [Puff],0,carevue,chartevents,0,0,0
408,442,Manual BP [Systolic],0,carevue,chartevents,0,0,0
409,443,Manual BP Mean(calc),0,carevue,chartevents,0,0,0
410,444,Mean Airway Pressure,0,carevue,chartevents,0,0,0
411,445,Mech. Minute Volume,0,carevue,chartevents,0,0,0
412,446,Micro-Neb Treatment,0,carevue,chartevents,0,0,0
413,447,Minimal Leak Present,0,carevue,chartevents,0,0,0
414,448,Minute Volume,0,carevue,chartevents,0,0,0
415,449,Minute Volume (Set),0,carevue,chartevents,0,0,0
416,450,Minute Volume(Obser),0,carevue,chartevents,0,0,0
417,453,Motor Deficits,0,carevue,chartevents,0,0,0
418,454,Motor Response,0,carevue,chartevents,0,0,0
419,455,NBP [Systolic],0,carevue,chartevents,0,0,0
420,456,NBP Mean,0,carevue,chartevents,0,0,0
421,457,NMB Medication,0,carevue,chartevents,0,0,0
422,458,Nares [Right],0,carevue,chartevents,0,0,0
423,459,Neg Insp Force(>-25),0,carevue,chartevents,0,0,0
424,460,Nerve Stimulated,0,carevue,chartevents,0,0,0
425,461,Neuro Drain Drainage,0,carevue,chartevents,0,0,0
426,462,Neuro Drain [Level],0,carevue,chartevents,0,0,0
427,463,Neuro Drain Status,0,carevue,chartevents,0,0,0
428,464,Neuro Drain Type,0,carevue,chartevents,0,0,0
429,465,Neuro Symptoms,0,carevue,chartevents,0,0,0
430,466,Nursing Consultation,0,carevue,chartevents,0,0,0
431,467,O2 Delivery Device,0,carevue,chartevents,0,0,0
432,468,O2 Delivery Device#2,0,carevue,chartevents,0,0,0
433,469,O2 Delivery Mode,0,carevue,chartevents,0,0,0
434,470,O2 Flow (lpm),0,carevue,chartevents,0,0,0
435,471,O2 Flow (lpm) #2,0,carevue,chartevents,0,0,0
436,472,O2AV,0,carevue,chartevents,0,0,0
437,473,O2AVI,0,carevue,chartevents,0,0,0
438,474,O2ER,0,carevue,chartevents,0,0,0
439,477,Oral Care,0,carevue,chartevents,0,0,0
440,478,Oral Cavity,0,carevue,chartevents,0,0,0
441,479,Orientation,0,carevue,chartevents,0,0,0
442,480,Orthostat BP sitting [Systolic],0,carevue,chartevents,0,0,0
443,481,Orthostat HR sitting,0,carevue,chartevents,0,0,0
444,482,OrthostatBP standing [Systolic],0,carevue,chartevents,0,0,0
