row_id,cgid,label,description
26,14088,RO,Read Only
27,14089,Res,Resident/Fellow/PA/NP
28,14090,Res,Resident/Fellow/PA/NP
29,14091,MDs,Resident/Fellow/PA/NP
30,14092,MedSt,0
31,14093,Res,Resident/Fellow/PA/NP
32,14094,RD,Dietitian
33,14095,RO,Read Only
34,14096,MD,0
35,14097,MD,0
36,14098,RN,0
37,14099,MD,0
38,14100,RO,Read Only
39,14101,RA,Read Only
40,14102,MD,0
41,14103,MD,Resident/Fellow/PA/NP
42,14104,Res,Resident/Fellow/PA/NP
43,14105,Fell,Resident/Fellow/PA/NP
44,14106,MD,0
45,14107,MD,0
46,14108,MD,0
47,14109,RO,Read Only
48,14110,MD,Attending
49,14111,Res,Resident/Fellow/PA/NP
50,14112,MD,0
51,14113,MD,Attending
52,14114,PA,Resident/Fellow/PA/NP
53,14115,H,0
54,14116,MD,Attending
55,14117,RO,Read Only
56,14118,MDs,0
57,14119,RO,Read Only
58,14120,RO,Read Only
59,14121,St,0
60,14122,RO,Read Only
61,14123,MDs,Resident/Fellow/PA/NP
62,14124,RO,Read Only
63,14125,RO,Read Only
64,14126,Res,Resident/Fellow/PA/NP
65,14127,Res,Resident/Fellow/PA/NP
66,14128,MD,Resident/Fellow/PA/NP
67,14129,RO,Read Only
68,14130,Res,Resident/Fellow/PA/NP
69,14131,RO,Read Only
70,14132,MD,0
71,14133,RN,0
72,14134,RO,Read Only
73,14135,MD,Resident/Fellow/PA/NP
74,14136,MD,Read Only
75,14137,IMD,IMD
76,14138,MS,0
77,14139,UA,0
78,14140,MD,0
79,14141,RO,Read Only
80,14142,MDs,0
81,14143,MD,Resident/Fellow/PA/NP
82,14144,MD,0
83,14145,PA,0
84,14146,MD,Read Only
85,14147,RO,Read Only
86,14148,RO,Read Only
87,14149,MD,0
88,14150,MD,0
89,14151,RN,RN
90,14152,MD,0
91,14153,RO,Read Only
92,14154,MDs,Resident/Fellow/PA/NP
93,14155,RO,Read Only
94,14156,DI,Dietitian
95,14157,MD,0
96,14158,RO,Read Only
97,14159,MD,Read Only
98,14160,RN,0
99,14161,RO,Read Only
100,14162,CoOpSt,0
101,14163,PCA,0
102,14164,UCO,UCO
103,14165,RN,0
104,14166,RN,0
105,14167,RRT,0
106,14168,MD,Resident/Fellow/PA/NP
107,14169,RRT,Respiratory
108,14170,MDs,0
109,14171,MD,Resident/Fellow/PA/NP
110,14172,RO,Read Only
111,14173,Res,Resident/Fellow/PA/NP
112,14174,Res,Resident/Fellow/PA/NP
113,14175,MD,0
114,14176,RO,Read Only
115,14177,MD,0
116,14178,RO,Read Only
117,14179,MD,0
118,14180,MDs,Resident/Fellow/PA/NP
119,14181,RO,Read Only
120,14182,RN,RN
121,14183,RPh,0
122,14184,NP,Resident/Fellow/PA/NP
123,14185,MD,0
124,14186,RN,0
125,14187,RN,Read Only
126,14188,MS,0
127,14189,RO,Read Only
128,14190,MD,0
129,14191,RN,0
130,14192,MD,Resident/Fellow/PA/NP
131,14193,RO,Read Only
132,14194,CM,Case Manager
133,14195,Rehab,Rehabilitation
134,14196,MD,0
135,14197,SW,Social Worker
136,14198,Res,Resident/Fellow/PA/NP
137,14199,RO,Read Only
138,14200,MD,Read Only
139,14201,CRT,0
140,14202,RT,Respiratory
141,14203,RO,Read Only
142,14204,RN,0
143,14205,RN,0
144,14206,RN,RN
145,14207,RO,Read Only
146,14208,RO,Read Only
147,14209,CoWkr,0
148,14210,RO,Read Only
149,14211,RRT,Respiratory
150,14212,RN,RN
151,14213,RN,RN
152,14214,RN,RN
153,14215,SN,0
154,14216,Res,Resident/Fellow/PA/NP
155,14217,Res,Resident/Fellow/PA/NP
156,14218,RO,Read Only
157,14219,MD,Read Only
158,14220,RO,Read Only
159,14221,MD,Attending
160,14222,RN,RN
161,14223,MedSt,0
162,14224,MD,Attending
163,14225,Res,Resident/Fellow/PA/NP
164,14226,Res,Resident/Fellow/PA/NP
165,14227,RO,Read Only
166,14228,RN,RN
167,14229,RO,Read Only
168,14230,RO,Read Only
169,14231,RO,Read Only
170,14232,RO,Read Only
171,14233,RO,Read Only
172,14234,UA,UCO
173,14235,Medst,0
174,14236,RRT,0
175,14237,MD,Read Only
176,14238,MD,0
177,14239,MD,0
178,14240,MD,Resident/Fellow/PA/NP
179,14241,RN,0
180,14242,MDs,Read Only
181,14243,RO,Read Only
182,14244,RO,Read Only
183,14245,MD,0
184,14246,RN,0
185,14247,RO,Read Only
186,14248,Rehab,Rehabilitation
187,14249,MD,0
188,14250,RO,Read Only
189,14251,Res,Resident/Fellow/PA/NP
190,14252,MDs,Attending
191,14253,RO,Read Only
192,14254,MSIV,0
193,14255,MD,0
194,14256,MD,0
195,14257,RO,Read Only
196,14258,RO,Read Only
197,14259,MDs,0
198,14260,MD,0
199,14261,SW,Social Worker
200,14262,STD,0
201,14263,RO,Read Only
202,14264,RN,0
203,14265,NP,RN
204,14266,RN,0
205,14267,RO,Read Only
206,14268,MD,Read Only
207,14269,MDs,Resident/Fellow/PA/NP
208,14270,SNP,0
209,14271,MD,Read Only
210,14272,MD,0
211,14273,MD,0
212,14274,RN,0
213,14275,MD,0
214,14276,MD,0
215,14277,RN,0
216,14278,MD,0
217,14279,MD,0
218,14280,MD,0
219,14281,ajm,Resident/Fellow/PA/NP
220,14282,RN,0
221,14283,OTR/L,0
222,14284,RN,RN
223,14285,RO,Read Only
224,14286,PCT,0
225,14287,MD,Resident/Fellow/PA/NP
357,14288,RO,Read Only
358,14289,RPh,0
359,14290,DI,Dietitian
360,14291,MD,0
361,14292,RO,Read Only
362,14293,LICSW,0
363,14294,MD,0
364,14295,RN,0
365,14296,RN,0
366,14297,MD,0
367,14298,rn,0
368,14299,PCT,0
369,14300,LICSW,0
370,14301,RO,Read Only
371,14302,RN,0
372,14303,RO,Read Only
373,14304,RO,Read Only
374,14305,MD,Resident/Fellow/PA/NP
375,14306,Stu,0
376,14307,Res,Resident/Fellow/PA/NP
377,14308,MedStu,Read Only
378,14309,MD,0
379,14310,RO,Read Only
380,14311,MD,0
381,14312,MD,0
382,14313,UCO,0
383,14314,Res,Resident/Fellow/PA/NP
384,14315,RD,Dietitian
385,14316,Rehab,Rehabilitation
386,14317,RN,RN
387,14318,MD,0
388,14319,MedStu,0
389,14320,RO,Read Only
390,14321,RO,Read Only
391,14322,RN,0
392,14323,MD,Read Only
393,14324,CoWkr,0
394,14325,RN,0
395,14326,RO,Read Only
396,14327,MDs,Read Only
397,14328,RO,Read Only
398,14329,RRT,0
399,14330,MS,Resident/Fellow/PA/NP
400,14331,MDs,Resident/Fellow/PA/NP
401,14332,RNs,RN
402,14333,MD,0
403,14334,RT,Respiratory
404,14335,Rehab,Rehabilitation
405,14336,RO,Read Only
406,14337,MedStu,0
407,14338,MDs,Read Only
408,14339,RPh,0
409,14340,MD,0
410,14341,MS,0
411,14342,Medst,0
412,14343,MD,0
413,14344,RO,Read Only
414,14345,Rn,RN
415,14346,MD,0
416,14347,MS,0
417,14348,RO,Read Only
